CustomerID,Country,Annual_Income,Spending_Score,Purchase_Frequency
7718,UK,37286,17,21
7719,Brazil,18599,22,9
7720,USA,42293,91,19
7721,USA,30389,16,16
7722,USA,27318,80,16
7723,Canada,63875,3,17
7724,France,18055,52,18
7725,France,97579,33,10
7726,Rwanda,21320,42,21
7727,UK,119817,2,19
7728,South Africa,19642,39,22
7729,South Africa,107694,46,15
7730,South Africa,24321,48,15
7731,USA,94968,27,11
7732,Kenya,103293,15,8
7733,Australia,74618,7,22
7734,Japan,117770,57,16
7735,Brazil,41044,42,10
7736,France,36971,9,9
7737,Kenya,40727,6,15
7738,China,37559,57,22
7739,UK,88820,76,30
7740,Brazil,98201,30,5
7741,UK,42476,55,20
7742,Australia,77683,84,2
7743,Canada,25991,84,22
7744,Canada,100097,54,16
7745,USA,85047,27,18
7746,Rwanda,25796,84,16
7747,Canada,18881,59,5
7748,UK,30668,7,1
7749,China,115717,40,19
7750,Rwanda,49312,94,10
7751,USA,43106,72,21
7752,India,107758,2,29
7753,South Africa,30729,14,13
7754,Brazil,85320,10,23
7755,Rwanda,69913,50,24
7756,Australia,72026,18,23
7757,USA,74402,18,23
7758,UK,118930,16,11
7759,Brazil,52282,52,15
7760,China,114449,69,2
7761,Germany,89638,52,6
7762,Australia,53218,31,21
7763,UK,32950,84,11
7764,Australia,74739,23,15
7765,France,19507,96,9
7766,Germany,61303,42,12
7767,Brazil,117552,81,26
7768,Canada,94059,62,27
7769,UK,39667,77,4
7770,Australia,18992,50,28
7771,Brazil,88563,77,23
7772,Canada,102680,81,27
7773,China,40530,15,24
7774,China,30305,90,14
7775,Australia,67129,44,22
7776,USA,102267,92,3
7777,France,101209,42,27
7778,USA,113833,45,21
7779,France,67044,94,17
7780,UK,106378,35,30
7781,South Africa,104363,22,13
7782,Rwanda,73817,74,8
7783,India,118038,75,12
7784,Australia,61666,38,12
7785,Japan,41173,97,12
7786,South Africa,33909,70,27
7787,Kenya,78967,64,2
7788,Australia,46007,7,29
7789,Germany,27985,44,10
7790,Canada,37525,76,23
7791,Germany,116046,7,9
7792,China,52403,66,1
7793,France,52193,60,29
7794,Canada,18830,1,4
7795,South Africa,71144,62,23
7796,China,15533,87,14
7797,Canada,35946,89,16
7798,USA,38504,18,25
7799,China,70715,7,18
7800,USA,43255,54,2
7801,USA,71441,67,6
7802,Canada,51855,93,3
7803,Brazil,56721,10,20
7804,Germany,56850,61,19
7805,China,115659,59,13
7806,Japan,49723,59,17
7807,Brazil,50739,69,14
7808,Kenya,20539,63,30
7809,Germany,88029,98,22
7810,Rwanda,79509,8,11
7811,China,116140,78,16
7812,South Africa,36311,55,11
7813,France,118243,6,29
7814,Rwanda,84180,1,18
7815,Germany,100981,56,2
7816,Japan,50934,97,23
7817,Australia,24511,75,21
7818,UK,15183,88,8
7819,USA,24475,10,14
7820,UK,99766,23,2
7821,Brazil,78130,16,13
7822,Australia,74577,16,10
7823,USA,41008,56,8
7824,China,91868,95,7
7825,Brazil,62941,6,13
7826,Japan,57756,30,26
7827,Canada,85258,63,30
7828,China,95730,1,24
7829,Germany,107167,51,27
7830,Canada,42912,89,19
7831,Brazil,97702,46,24
7832,Germany,65659,21,15
7833,Japan,61840,99,22
7834,Kenya,96512,38,2
7835,UK,53623,69,22
7836,Germany,78303,63,5
7837,UK,61062,50,19
7838,Rwanda,71690,12,1
7839,USA,92582,69,7
7840,France,113980,73,18
7841,India,38634,44,1
7842,Rwanda,19090,52,1
7843,China,60266,9,7
7844,India,45008,99,28
7845,USA,102643,65,17
7846,Germany,73704,10,25
7847,USA,77866,46,6
7848,South Africa,23382,100,20
7849,India,62774,58,12
7850,India,89570,37,20
7851,Kenya,89062,52,15
7852,South Africa,104609,99,13
7853,Rwanda,61698,81,12
7854,China,16110,13,30
7855,Canada,96981,6,21
7856,Australia,15386,58,2
7857,Kenya,73513,48,21
7858,USA,99120,32,18
7859,France,114987,11,28
7860,Australia,62801,81,4
7861,South Africa,111085,5,10
7862,USA,86857,6,11
7863,Japan,104976,74,30
7864,South Africa,46566,97,21
7865,Brazil,47521,94,6
7866,Brazil,38798,21,6
7867,Kenya,28565,42,9
7868,India,38027,81,20
7869,Brazil,112631,27,13
7870,Kenya,20631,3,30
7871,UK,104865,60,5
7872,Rwanda,71878,93,6
7873,France,60206,66,4
7874,Brazil,118473,93,6
7875,Germany,73582,49,18
7876,UK,73334,100,28
7877,Australia,87323,34,13
7878,UK,68619,37,23
7879,Rwanda,118536,42,3
7880,USA,41875,65,30
7881,India,39514,60,10
7882,Kenya,37580,90,4
7883,China,100827,1,25
7884,China,19288,59,15
7885,Japan,21734,4,12
7886,France,98000,14,15
7887,USA,54008,18,29
7888,China,64349,34,21
7889,India,22814,1,25
7890,Australia,58154,53,26
7891,China,22851,22,29
7892,Germany,16600,80,26
7893,UK,71614,61,10
7894,China,87402,22,12
7895,Rwanda,18692,50,26
7896,USA,73027,16,22
7897,Brazil,35373,28,8
7898,Brazil,113636,92,21
7899,Australia,77805,86,21
7900,Rwanda,95383,70,3
7901,Brazil,29507,89,7
7902,Kenya,77931,42,18
7903,South Africa,90499,66,27
7904,Australia,86642,71,28
7905,USA,87869,81,3
7906,France,112449,35,15
7907,Rwanda,111819,20,2
7908,Brazil,54423,2,15
7909,South Africa,118612,7,13
7910,Japan,110351,96,24
7911,India,101120,49,20
7912,Rwanda,105918,83,10
7913,UK,81600,76,24
7914,Brazil,56848,9,24
7915,Australia,21820,27,24
7916,USA,23512,78,24
7917,Brazil,51725,2,8
7918,China,66534,85,16
7919,Brazil,100151,68,28
7920,Rwanda,54776,60,25
7921,Australia,75945,85,16
7922,Germany,98420,86,2
7923,Germany,62455,49,9
7924,Brazil,98488,2,8
7925,Rwanda,67433,17,11
7926,UK,24711,83,26
7927,USA,74262,88,1
7928,Japan,101009,20,30
7929,Japan,98785,76,21
7930,Brazil,24597,89,11
7931,Brazil,75067,87,18
7932,Germany,102520,98,26
7933,Australia,63022,32,21
7934,UK,96924,51,29
7935,South Africa,33782,88,15
7936,Brazil,66782,42,24
7937,Japan,87144,63,9
7938,USA,113651,89,9
7939,Rwanda,70013,61,1
7940,France,87036,62,7
7941,China,50342,3,12
7942,Brazil,100745,89,27
7943,Australia,35977,92,24
7944,Brazil,118576,76,10
7945,Australia,72396,26,19
7946,UK,65021,48,29
7947,France,84057,8,16
7948,India,81836,5,6
7949,Kenya,42075,11,11
7950,USA,104515,42,19
7951,USA,45802,99,25
7952,Australia,92761,91,29
7953,Germany,92017,41,19
7954,Australia,101753,19,18
7955,Germany,70822,48,25
7956,Kenya,66603,53,15
7957,Canada,117689,55,27
7958,Japan,95291,61,29
7959,South Africa,105450,32,16
7960,Kenya,50592,46,14
7961,USA,71006,92,8
7962,South Africa,41269,36,8
7963,UK,119268,18,2
7964,Australia,65138,74,6
7965,UK,77398,96,13
7966,France,105091,18,13
7967,UK,34874,12,21
7968,Brazil,72228,72,30
7969,Rwanda,77670,97,12
7970,Japan,117071,46,2
7971,Brazil,22925,55,21
7972,Kenya,18107,38,20
7973,China,101388,78,25
7974,Australia,110719,2,12
7975,USA,42617,9,17
7976,South Africa,89258,5,6
7977,Australia,65075,98,7
7978,Japan,37631,19,28
7979,India,77444,71,6
7980,South Africa,112158,39,21
7981,India,22883,42,28
7982,China,34708,17,4
7983,Japan,61221,63,21
7984,Rwanda,32197,90,9
7985,Canada,36134,46,5
7986,Canada,48550,91,10
7987,Canada,29642,92,15
7988,USA,35439,20,8
7989,USA,112779,70,23
7990,Canada,39583,8,4
7991,India,108885,96,26
7992,Japan,94538,19,5
7993,UK,77014,32,7
7994,Japan,34523,19,6
7995,Kenya,85543,24,13
7996,Canada,100971,24,19
7997,Japan,105629,56,10
7998,France,91830,81,15
7999,USA,118941,18,3
8000,USA,60538,12,18
8001,India,62310,41,14
8002,UK,25908,87,3
8003,Canada,72290,48,11
8004,Australia,68634,82,10
8005,South Africa,27699,64,29
8006,India,115169,16,17
8007,India,81912,80,13
8008,UK,29255,100,25
8009,Brazil,94183,23,2
8010,Rwanda,75282,86,28
8011,Canada,73249,39,13
8012,Australia,53176,33,19
8013,Rwanda,23163,24,5
8014,USA,69210,61,16
8015,UK,119587,55,10
8016,Australia,115280,61,12
8017,France,86979,84,20
8018,India,93860,97,13
8019,Rwanda,36143,95,21
8020,UK,19920,40,16
8021,USA,97911,58,22
8022,Japan,52996,72,21
8023,USA,26748,74,26
8024,Rwanda,109071,1,1
8025,France,96251,85,22
8026,UK,62252,25,9
8027,South Africa,78179,96,16
8028,France,21450,53,19
8029,Canada,67756,61,15
8030,Canada,65235,46,18
8031,South Africa,105546,74,22
8032,Kenya,15020,60,12
8033,Japan,95253,51,14
8034,Rwanda,24664,73,3
8035,South Africa,81635,84,4
8036,Kenya,38225,48,6
8037,India,83173,84,16
8038,Brazil,100333,40,28
8039,Germany,55225,7,13
8040,Australia,25807,75,12
8041,France,98274,85,22
8042,Australia,21402,19,12
8043,Japan,19521,15,2
8044,Australia,78165,70,29
8045,Australia,23382,61,13
8046,Kenya,117657,56,3
8047,USA,30065,10,13
8048,UK,100470,46,25
8049,India,29425,80,2
8050,Germany,28111,75,19
8051,UK,55799,57,9
8052,USA,68257,35,20
8053,Australia,76177,72,1
8054,Germany,96046,92,27
8055,USA,52851,3,13
8056,Kenya,23816,66,2
8057,USA,92853,53,15
8058,Kenya,17175,78,19
8059,USA,26341,52,25
8060,Canada,78908,93,25
8061,Germany,40654,53,16
8062,South Africa,75895,54,11
8063,USA,74696,47,15
8064,Brazil,72889,3,6
8065,Australia,102144,65,14
8066,Germany,98115,15,27
8067,Canada,45194,84,6
8068,France,49837,86,19
8069,France,83894,34,5
8070,India,99358,50,11
8071,China,56576,33,4
8072,Brazil,117548,73,26
8073,France,34727,3,26
8074,Canada,49579,2,28
8075,Rwanda,111554,4,9
8076,China,31555,16,9
8077,USA,68294,54,17
8078,USA,64777,33,8
8079,Japan,20906,9,15
8080,Australia,55751,57,9
8081,China,84599,40,5
8082,Australia,89180,52,4
8083,Canada,88678,82,26
8084,Rwanda,46644,16,20
8085,Brazil,48521,8,18
8086,Kenya,26564,87,9
8087,China,85640,60,21
8088,France,42299,36,27
8089,Brazil,62958,3,3
8090,Japan,71078,15,22
8091,South Africa,28421,97,9
8092,Australia,103747,82,9
8093,Australia,26202,23,28
8094,Brazil,57185,3,29
8095,USA,18685,30,21
8096,Australia,105197,45,24
8097,Japan,57637,17,4
8098,Rwanda,33366,58,21
8099,France,118248,58,7
8100,Germany,39276,96,7
8101,France,95946,57,29
8102,France,63239,7,23
8103,Rwanda,90214,39,8
8104,Australia,39575,78,27
8105,South Africa,56401,58,21
8106,UK,56230,56,1
8107,Kenya,94424,15,27
8108,USA,97263,44,9
8109,Kenya,83617,12,25
8110,Australia,38021,8,23
8111,Kenya,24449,80,12
8112,USA,30657,41,6
8113,Rwanda,50059,34,13
8114,Canada,16532,46,29
8115,UK,117666,88,5
8116,Kenya,65805,29,21
8117,Australia,96551,16,19
8118,India,52756,5,26
8119,Kenya,86880,5,1
8120,France,89642,30,22
8121,Canada,49206,50,24
8122,UK,67168,5,30
8123,Australia,90188,13,18
8124,Japan,39550,99,8
8125,Brazil,21389,49,24
8126,Rwanda,102897,89,26
8127,Brazil,50847,50,8
8128,USA,119599,14,26
8129,Kenya,94239,46,15
8130,UK,33642,90,19
8131,France,51509,82,10
8132,France,94417,84,24
8133,South Africa,64237,34,16
8134,Germany,30414,71,11
8135,Brazil,78176,47,12
8136,Kenya,94865,60,16
8137,Canada,77059,74,16
8138,UK,64150,79,28
8139,France,103367,81,30
8140,Germany,56091,11,20
8141,UK,88124,98,3
8142,Kenya,15903,91,27
8143,Rwanda,69235,85,9
8144,China,73565,95,8
8145,Rwanda,70342,50,10
8146,France,57723,4,29
8147,China,50572,41,13
8148,UK,32610,59,18
8149,Kenya,49052,60,13
8150,France,113993,81,13
8151,South Africa,102063,62,15
8152,China,52550,84,13
8153,India,69033,25,30
8154,Germany,44011,87,16
8155,Canada,117811,79,8
8156,Brazil,49764,33,27
8157,Germany,112540,19,27
8158,China,68533,57,19
8159,France,39064,15,10
8160,South Africa,64581,41,12
8161,India,43702,69,14
8162,South Africa,100701,80,6
8163,India,23631,60,21
8164,Brazil,102388,96,24
8165,South Africa,85043,22,9
8166,India,81063,43,27
8167,South Africa,43981,32,7
8168,Germany,50764,13,6
8169,Australia,116771,38,22
8170,India,65513,26,1
8171,Brazil,114007,81,21
8172,India,81198,5,14
8173,India,39940,49,24
8174,Japan,86792,97,6
8175,Germany,43432,91,12
8176,Rwanda,23367,5,17
8177,China,118601,71,5
8178,USA,40511,48,29
8179,Australia,23573,18,11
8180,India,30582,95,28
8181,Canada,20378,6,5
8182,India,80296,66,12
8183,Japan,28500,77,3
8184,South Africa,80841,42,24
8185,China,36881,52,9
8186,Canada,85233,11,6
8187,Australia,66542,26,22
8188,Canada,80285,21,2
8189,Rwanda,74547,66,26
8190,Germany,77151,40,2
8191,Brazil,22222,56,22
8192,Brazil,22933,51,12
8193,Australia,98385,20,8
8194,Kenya,104772,81,2
8195,China,113706,80,9
8196,Kenya,93437,57,29
8197,Brazil,21940,5,16
8198,UK,99590,14,28
8199,Japan,74145,24,30
8200,Australia,58610,68,25
8201,Australia,72520,52,15
8202,USA,19544,48,14
8203,USA,105854,88,20
8204,Germany,69812,47,4
8205,Germany,86610,60,4
8206,USA,66500,73,11
8207,Kenya,54618,3,21
8208,Brazil,114054,9,24
8209,France,40444,82,18
8210,Australia,100982,100,27
8211,Rwanda,109079,83,5
8212,UK,71586,24,30
8213,Australia,39789,4,2
8214,India,16617,9,15
8215,China,115834,97,11
8216,Japan,18333,1,27
8217,France,55002,35,24
8218,UK,78620,74,17
8219,India,102688,12,16
8220,Germany,104627,18,15
8221,UK,15511,78,23
8222,Kenya,52850,10,3
8223,USA,97172,74,20
8224,Australia,101053,18,30
8225,UK,46786,24,15
8226,China,89356,1,24
8227,Canada,51244,94,19
8228,Rwanda,89714,79,28
8229,Germany,82261,72,29
8230,South Africa,33477,99,13
8231,Japan,61533,82,16
8232,Kenya,49469,16,23
8233,Japan,23496,85,12
8234,UK,27270,15,17
8235,Canada,91008,62,16
8236,Australia,35724,5,9
8237,South Africa,45416,45,29
8238,Kenya,50575,52,6
8239,India,96190,71,19
8240,France,91614,7,23
8241,Australia,108566,27,13
8242,India,88108,89,21
8243,France,32408,86,24
8244,Canada,34359,13,8
8245,France,23698,17,12
8246,Rwanda,85392,44,9
8247,Australia,108063,13,22
8248,Kenya,54492,90,4
8249,Rwanda,89781,73,13
8250,China,58634,5,2
8251,UK,57864,33,3
8252,India,109482,4,5
8253,China,52355,92,24
8254,India,52690,26,28
8255,Kenya,52814,68,26
8256,UK,46645,16,18
8257,Brazil,99814,22,21
8258,France,87739,36,14
8259,Canada,71630,58,25
8260,Brazil,63171,55,2
8261,Brazil,36658,35,15
8262,Japan,30797,25,8
8263,USA,73799,72,16
8264,Australia,113342,81,3
8265,China,111494,61,24
8266,China,67236,18,20
8267,China,21265,58,20
8268,Rwanda,87134,76,28
8269,Kenya,115719,57,23
8270,China,97678,97,5
8271,Kenya,68494,87,4
8272,Australia,67268,63,23
8273,Brazil,41998,12,12
8274,Australia,106426,11,19
8275,China,109414,13,15
8276,USA,76339,35,25
8277,Germany,29306,27,30
8278,UK,79006,89,13
8279,China,62345,67,5
8280,Canada,26885,89,12
8281,Germany,58826,45,19
8282,Australia,70597,74,2
8283,Canada,22443,81,7
8284,Canada,112375,67,28
8285,India,32084,22,23
8286,Canada,104447,78,28
8287,China,19383,91,29
8288,India,107313,42,5
8289,Japan,49361,20,20
8290,Brazil,95294,48,29
8291,Canada,76331,18,11
8292,USA,110057,77,18
8293,South Africa,35529,70,18
8294,UK,73574,74,7
8295,Canada,103627,93,10
8296,Kenya,111917,6,23
8297,Japan,115916,39,20
8298,France,45932,11,14
8299,Kenya,16908,25,20
8300,Australia,45358,94,20
8301,South Africa,45412,55,11
8302,Australia,98710,84,2
8303,Japan,96032,58,13
8304,France,17928,37,13
8305,Australia,80158,16,9
8306,Australia,45632,95,17
8307,Australia,47309,93,15
8308,Japan,24280,70,24
8309,South Africa,55449,93,22
8310,Brazil,102171,96,29
8311,UK,41957,73,26
8312,Japan,51895,37,23
8313,France,85499,53,28
8314,Canada,108057,87,21
8315,Brazil,113151,16,22
8316,Rwanda,36695,18,22
8317,Brazil,89893,19,29
8318,Canada,78123,44,16
8319,USA,40176,2,25
8320,India,33409,58,10
8321,UK,71967,10,29
8322,UK,15987,76,20
8323,USA,69462,46,28
8324,India,82501,82,27
8325,UK,111854,19,12
8326,France,41015,38,29
8327,Germany,109727,37,5
8328,Germany,81404,91,20
8329,UK,65281,78,17
8330,Rwanda,52146,45,10
8331,China,63231,34,6
8332,UK,44032,2,21
8333,Canada,43305,44,20
8334,Canada,69306,97,6
8335,Rwanda,103176,83,12
8336,Kenya,33318,27,21
8337,India,28246,48,19
8338,Australia,48844,94,2
8339,Brazil,47602,7,13
8340,France,36584,27,22
8341,USA,30169,85,20
8342,South Africa,40968,71,11
8343,UK,21385,89,15
8344,Australia,88758,18,13
8345,Australia,40444,33,26
8346,France,118784,33,3
8347,USA,77497,96,14
8348,Rwanda,20362,25,8
8349,Canada,114254,14,28
8350,Japan,23250,38,9
8351,France,83354,38,15
8352,Australia,51368,4,23
8353,Germany,59109,62,18
8354,UK,95589,82,8
8355,India,72645,10,11
8356,Germany,71997,35,29
8357,Australia,42426,99,29
8358,Brazil,54023,23,27
8359,South Africa,74267,89,5
8360,China,39892,65,15
8361,USA,74232,82,15
8362,Kenya,109897,79,27
8363,Canada,74225,25,26
8364,UK,31007,96,7
8365,India,94777,53,21
8366,Japan,59858,84,18
8367,Canada,60073,17,28
8368,UK,104438,57,12
8369,Japan,105042,75,12
8370,India,98098,77,4
8371,Australia,35239,89,29
8372,China,77969,20,11
8373,Rwanda,28065,25,21
8374,Germany,56291,42,6
8375,Rwanda,53805,45,21
8376,Germany,113831,31,10
8377,Australia,33443,65,27
8378,Canada,24290,52,15
8379,South Africa,15211,80,1
8380,Australia,98634,92,17
8381,Australia,34072,21,3
8382,Kenya,58290,30,25
8383,UK,100186,3,11
8384,South Africa,30115,98,18
8385,Kenya,20149,70,10
8386,Kenya,56992,43,21
8387,UK,32716,29,9
8388,Rwanda,112724,3,7
8389,India,28621,58,11
8390,China,21820,33,8
8391,Kenya,57800,75,2
8392,UK,70043,45,5
8393,India,45399,69,9
8394,Brazil,29002,32,1
8395,Australia,58098,82,17
8396,Australia,60511,84,10
8397,Canada,68243,52,8
8398,Kenya,43750,64,18
8399,Brazil,106610,40,25
8400,Canada,32310,92,10
8401,Kenya,70398,13,9
8402,Japan,97542,90,4
8403,India,90207,80,2
8404,Rwanda,59345,89,19
8405,India,108430,74,10
8406,South Africa,106729,29,17
8407,Australia,66843,63,3
8408,France,25222,84,21
8409,Rwanda,104322,26,19
8410,Japan,46509,96,19
8411,India,15386,59,26
8412,UK,79334,49,22
8413,Australia,82170,53,19
8414,Canada,55878,88,19
8415,Brazil,84669,31,15
8416,Canada,53349,12,25
8417,Kenya,115271,58,18
8418,Germany,36952,36,17
8419,France,105352,10,10
8420,India,36529,6,24
8421,China,86303,7,29
8422,USA,56521,31,14
8423,France,33383,91,19
8424,South Africa,19901,72,23
8425,Kenya,57889,3,18
8426,Australia,29633,47,11
8427,Rwanda,77244,85,11
8428,India,34163,1,12
8429,Brazil,74019,45,8
8430,Rwanda,25707,54,16
8431,India,103112,50,25
8432,Rwanda,98597,79,24
8433,Rwanda,60101,7,8
8434,USA,59706,63,24
8435,South Africa,92084,15,14
8436,Brazil,30115,89,23
8437,Canada,90379,67,18
8438,Rwanda,117481,30,24
8439,Brazil,54979,78,21
8440,South Africa,55641,68,22
8441,Rwanda,84377,36,4
8442,France,21416,67,17
8443,Canada,25633,5,13
8444,India,118189,25,5
8445,Australia,15594,95,3
8446,Japan,29393,11,9
8447,Kenya,50380,72,20
8448,Kenya,60056,90,26
8449,Australia,103279,66,18
8450,India,112507,28,20
8451,USA,19861,60,19
8452,Kenya,118070,10,19
8453,Japan,51126,50,21
8454,Kenya,95382,39,16
8455,India,106713,37,1
8456,China,48682,63,5
8457,France,33228,61,24
8458,China,115299,85,15
8459,Kenya,39009,92,26
8460,Canada,15094,38,12
8461,Germany,95636,33,25
8462,India,67221,75,28
8463,UK,113453,45,1
8464,UK,32430,44,14
8465,Rwanda,50571,1,18
8466,Brazil,69486,53,18
8467,Australia,105510,47,6
8468,Rwanda,111665,33,1
8469,Australia,77294,67,27
8470,South Africa,35860,90,17
8471,Australia,87812,15,18
8472,China,81087,14,15
8473,France,23486,23,12
8474,India,98063,54,13
8475,USA,64607,8,20
8476,Brazil,24745,54,2
8477,Canada,93533,36,4
8478,Japan,33330,84,3
8479,Canada,55078,52,19
8480,India,70332,6,25
8481,Germany,119121,97,8
8482,Australia,69532,28,12
8483,South Africa,105365,50,12
8484,Japan,58336,38,10
8485,China,23070,30,25
8486,India,16320,81,1
8487,Rwanda,104043,73,28
8488,Germany,53921,92,5
8489,China,21589,54,28
8490,Germany,79409,71,28
8491,Australia,107995,46,20
8492,Kenya,30589,28,11
8493,China,51375,17,30
8494,France,58085,48,9
8495,UK,75840,44,14
8496,Canada,58200,60,3
8497,France,113704,60,5
8498,Japan,41732,5,24
8499,Brazil,112047,69,26
8500,Kenya,37426,78,21
8501,UK,45982,70,9
8502,France,74720,7,18
8503,India,31746,53,6
8504,Germany,43514,17,21
8505,Japan,79889,59,25
8506,Rwanda,18851,9,7
8507,India,34796,95,16
8508,UK,91034,22,8
8509,South Africa,77798,45,23
8510,Germany,113388,73,29
8511,Japan,77985,59,10
8512,Brazil,49592,80,26
8513,UK,59845,100,5
8514,Japan,30930,98,11
8515,France,36159,13,29
8516,Rwanda,110072,83,30
8517,Japan,104788,12,21
8518,Rwanda,39003,36,13
8519,UK,50139,10,27
8520,Kenya,67452,16,20
8521,Australia,37205,92,2
8522,Kenya,111059,19,14
8523,France,71955,6,9
8524,India,22464,4,10
8525,UK,97646,30,10
8526,Australia,87657,95,28
8527,USA,24840,46,10
8528,Brazil,117616,27,26
8529,Australia,55768,45,19
8530,USA,24461,85,11
8531,South Africa,35927,37,11
8532,South Africa,104934,9,3
8533,Canada,113622,61,19
8534,Germany,30329,35,24
8535,Australia,30791,47,22
8536,China,67627,21,1
8537,Brazil,29372,17,12
8538,Australia,107890,55,29
8539,USA,63469,88,15
8540,China,102073,95,14
8541,Brazil,49370,6,3
8542,China,66408,35,20
8543,France,105941,50,13
8544,USA,38703,37,18
8545,South Africa,30234,13,16
8546,Japan,22532,25,6
8547,France,50416,96,10
8548,Brazil,87439,1,28
8549,Brazil,33242,49,17
8550,UK,65254,35,17
8551,USA,94324,83,8
8552,Canada,50249,53,4
8553,Canada,115124,52,15
8554,Brazil,110049,54,1
8555,Canada,100078,76,7
8556,Germany,47294,47,25
8557,South Africa,74784,43,10
8558,UK,18684,20,7
8559,Brazil,38795,33,1
8560,Canada,75301,93,17
8561,USA,84187,16,12
8562,Kenya,25431,78,17
8563,Australia,90667,7,15
8564,Japan,104627,70,24
8565,Rwanda,105381,21,16
8566,South Africa,105027,36,23
8567,France,70372,86,14
8568,Kenya,85366,54,3
8569,France,109176,19,19
8570,Germany,87870,25,12
8571,China,62387,67,19
8572,USA,67927,100,18
8573,China,24304,53,30
8574,UK,32032,98,14
8575,Japan,106291,75,20
8576,UK,74486,48,23
8577,Brazil,80552,42,9
8578,Kenya,88844,47,3
8579,USA,44654,91,26
8580,Kenya,54244,42,23
8581,Brazil,20942,2,12
8582,India,65697,6,20
8583,Canada,17693,46,17
8584,France,71751,66,5
8585,Kenya,96098,81,8
8586,Australia,21259,40,19
8587,Brazil,19942,58,26
8588,China,62419,78,4
8589,India,117092,74,15
8590,France,71105,33,19
8591,Brazil,80907,62,15
8592,Kenya,42383,12,26
8593,India,38404,96,14
8594,India,87656,49,30
8595,USA,20702,88,16
8596,UK,88883,78,24
8597,India,115965,5,10
8598,Rwanda,71332,51,24
8599,Germany,54419,69,14
8600,Rwanda,105576,32,20
8601,UK,118182,49,11
8602,France,117619,97,2
8603,France,103078,60,28
8604,France,88844,46,19
8605,France,54242,68,3
8606,Germany,49142,94,4
8607,Rwanda,111226,41,11
8608,Kenya,22393,81,13
8609,Brazil,84939,67,18
8610,Japan,84082,13,18
8611,Kenya,117281,100,19
8612,India,43893,18,12
8613,France,24388,87,1
8614,South Africa,77969,99,24
8615,UK,51660,97,6
8616,UK,104244,51,3
8617,India,39726,36,17
8618,Brazil,94544,81,3
8619,Australia,116553,34,1
8620,Australia,77996,12,3
8621,Japan,15111,5,4
8622,Rwanda,32545,48,6
8623,Brazil,55168,91,7
8624,India,17379,40,23
8625,Australia,110773,13,25
8626,Australia,102346,26,8
8627,Australia,56120,14,13
8628,China,32809,96,4
8629,South Africa,67813,11,6
8630,Kenya,89005,38,11
8631,Germany,42967,80,1
8632,India,24748,57,8
8633,Canada,38424,22,22
8634,USA,101512,16,2
8635,Kenya,38914,77,8
8636,USA,110603,76,20
8637,Brazil,93478,82,9
8638,India,34491,29,4
8639,India,64454,82,17
8640,USA,85069,2,7
8641,Japan,66925,54,10
8642,USA,104119,2,5
8643,India,52049,3,10
8644,Australia,42821,93,27
8645,Japan,110797,56,12
8646,France,118072,72,21
8647,Rwanda,44945,11,20
8648,Canada,32384,76,6
8649,China,43410,32,1
8650,South Africa,92734,4,3
8651,Germany,78766,9,27
8652,France,109890,88,28
8653,UK,22169,56,7
8654,USA,55129,16,11
8655,Rwanda,112445,81,24
8656,Canada,18830,86,12
8657,USA,71306,71,9
8658,Rwanda,101940,10,1
8659,South Africa,80267,93,4
8660,USA,42757,36,2
8661,France,78867,24,2
8662,Australia,50650,64,17
8663,Kenya,48766,56,21
8664,Australia,96478,78,2
8665,China,47419,78,4
8666,Japan,31668,89,25
8667,USA,31246,22,11
8668,Brazil,39996,52,19
8669,Australia,66312,50,24
8670,South Africa,18065,47,26
8671,India,25467,23,13
8672,Kenya,65646,96,22
8673,Canada,36007,90,26
8674,Brazil,83079,91,21
8675,France,43702,76,18
8676,France,109369,83,27
8677,China,90569,19,29
8678,China,68952,52,19
8679,Japan,73065,34,24
8680,Kenya,49169,96,15
8681,India,31829,29,28
8682,Canada,75135,61,12
8683,India,19522,85,25
8684,UK,100687,35,11
8685,China,50319,5,27
8686,Japan,41543,76,23
8687,Rwanda,118120,7,1
8688,Germany,45473,41,16
8689,USA,22699,2,28
8690,USA,83165,89,28
8691,Rwanda,55455,10,13
8692,Germany,90692,44,29
8693,Australia,32441,70,6
8694,India,45716,91,23
8695,Germany,77175,35,28
8696,Japan,21834,62,6
8697,Canada,33179,74,10
8698,Germany,41219,73,27
8699,Japan,118153,20,29
8700,Rwanda,30782,35,2
8701,China,96363,37,29
8702,Rwanda,89967,72,25
8703,Brazil,117454,54,3
8704,France,24496,95,6
8705,France,103867,80,16
8706,Kenya,54238,28,6
8707,Rwanda,61025,70,24
8708,UK,74886,32,13
8709,India,38563,92,4
8710,Canada,18712,11,15
8711,Brazil,109067,42,6
8712,Brazil,60489,23,1
8713,China,47664,30,9
8714,Germany,27420,9,12
8715,India,69610,92,25
8716,Rwanda,20315,88,23
8717,USA,85917,59,11
8718,Brazil,90033,28,13
8719,Japan,109576,88,1
8720,USA,112911,79,19
8721,Rwanda,94030,33,28
8722,UK,78910,47,21
8723,Germany,112288,98,4
8724,Germany,75972,22,5
8725,Canada,105893,29,23
8726,Brazil,70919,34,25
8727,China,97486,42,17
8728,Australia,96288,52,5
8729,Australia,117926,47,19
8730,South Africa,19132,74,3
8731,France,56598,51,11
8732,Japan,108812,45,2
